species.ID;family;genus;species;trophic.guild
632;apocynaceae;oncinotis;glabrata;plants
633;apocynaceae;oncinotis;m1;plants
634;apocynaceae;oncinotis;pontyi;plants
635;apocynaceae;oncinotis;tomentella;plants
636;apocynaceae;pachypodium;geayi;plants
637;apocynaceae;pachypodium;meridionale;plants
638;apocynaceae;pacouria;m1;plants
639;apocynaceae;pagiantha;cerifera;plants
640;apocynaceae;papuechites;m1;plants
641;apocynaceae;parsonsia;largiflora;plants
642;apocynaceae;parsonsia;largiflora cf;plants
643;apocynaceae;peltastes;m1;plants
644;apocynaceae;peschiera;australis;plants
645;apocynaceae;peschiera;laeta;plants
646;apocynaceae;plectaneia;m1;plants
647;apocynaceae;pleiocarpa;m1;plants
648;apocynaceae;pleiocarpa;rostrata;plants
649;apocynaceae;plumeria;m1;plants
650;apocynaceae;plumeria;rubra;plants
651;apocynaceae;pouteria;m1;plants
652;apocynaceae;prestonia;cf trifida;plants
653;apocynaceae;prestonia;coalita;plants
654;apocynaceae;prestonia;coalita?;plants
655;apocynaceae;prestonia;m1;plants
656;apocynaceae;prestonia;mollis;plants
657;apocynaceae;prestonia;obovata;plants
658;apocynaceae;prestonia;portobellensis;plants
659;apocynaceae;prestonia;robusta;plants
660;apocynaceae;prestonia;rotundifolia;plants
661;apocynaceae;pycnobotrya;nitida;plants
662;apocynaceae;rauvolfia;m1;plants
663;apocynaceae;rauvolfia;obtusiflora;plants
664;apocynaceae;rauvolfia;viridis;plants
665;apocynaceae;rauvolfia;vomitaria;plants
666;apocynaceae;rhigospira;quadrangularis;plants
667;apocynaceae;rhigospira;quadrangulasis;plants
668;apocynaceae;salacia;m1;plants
669;apocynaceae;secondatia;m;plants
670;apocynaceae;secondatia;peruviana;plants
671;apocynaceae;secondatia?;m1;plants
672;apocynaceae;stemmadenia;donnell-smithii;plants
673;apocynaceae;stemmadenia;glabra;plants
674;apocynaceae;stemmadenia;grandiflora;plants
675;apocynaceae;stemmadenia;obovata;plants
676;apocynaceae;strophanthus;kombi;plants
677;apocynaceae;strophanthus;m1;plants
678;apocynaceae;strophanthus;sarmentosus;plants
679;apocynaceae;tabermaemontana;persicariifolia;plants
680;apocynaceae;tabernaemontana;?;plants
681;apocynaceae;tabernaemontana;aff costaricensis;plants
682;apocynaceae;tabernaemontana;amygdalifolia;plants
683;apocynaceae;tabernaemontana;arborea;plants
684;apocynaceae;tabernaemontana;columbiensis;plants
685;apocynaceae;tabernaemontana;corymbosa;plants
686;apocynaceae;tabernaemontana;crassa;plants
687;apocynaceae;tabernaemontana;dendropanax cf;plants
688;apocynaceae;tabernaemontana;eusepala;plants
689;apocynaceae;tabernaemontana;m;plants
690;apocynaceae;tabernaemontana;m1;plants
691;apocynaceae;tabernaemontana;m2;plants
692;apocynaceae;tabernaemontana;mocquerysii;plants
693;apocynaceae;tabernaemontana;pandacaqui;plants
694;apocynaceae;tabernaemontana;penduliflora;plants
695;apocynaceae;tabernaemontana;persicariifolia;plants
696;apocynaceae;tabernaemontana;sanaho;plants
697;apocynaceae;tabernaemontana;sananho;plants
698;apocynaceae;tabernaemontana;sananho cf;plants
699;apocynaceae;tabernaemontana;sananho cf.;plants
700;apocynaceae;tabernaemontana;undulata;plants
701;apocynaceae;thevetia;ahouai;plants
702;apocynaceae;thevetia;ovata;plants
703;apocynaceae;trachelosperma;m1;plants
704;apocynaceae;trachelospermum;asiaticum;plants
705;apocynaceae;trachelospermum;gracilipes;plants
706;apocynaceae;urceola;javanica;plants
707;apocynaceae;voacanga;globosa;plants
708;apocynaceae;voacanga;m1;plants
709;apocynaceae;wightia;laevis;plants
710;apocynaceae;willughbeia;m1;plants
711;apocynaceae;wrightia;tomentosa;plants
712;appocynaceae;m1;m1;plants
713;aquifoliaceae;ilex;aquifolium;plants
714;aquifoliaceae;ilex;cochinchinensis;plants
715;aquifoliaceae;ilex;decidua;plants
716;aquifoliaceae;ilex;denticulata;plants
717;aquifoliaceae;ilex;formosae;plants
718;aquifoliaceae;ilex;formosae cf;plants
719;aquifoliaceae;ilex;hayati;plants
720;aquifoliaceae;ilex;integra;plants
721;aquifoliaceae;ilex;lochinchinensis;plants
722;aquifoliaceae;ilex;m1;plants
723;aquifoliaceae;ilex;m2;plants
724;aquifoliaceae;ilex;m3;plants
725;aquifoliaceae;ilex;m4;plants
726;aquifoliaceae;ilex;m5;plants
727;aquifoliaceae;ilex;matsudae;plants
728;aquifoliaceae;ilex;matsudae cf;plants
729;aquifoliaceae;ilex;opaca;plants
730;aquifoliaceae;ilex;rotunda;plants
731;aquifoliaceae;ilex;sebertii;plants
732;aquifoliaceae;ilex;tolucana;plants
733;aquifoliaceae;ilex;verticillata;plants
734;aquifoliaceae;ilex;vomitoria;plants
735;aquifoliaceae;ilex;wightiana;plants
736;aquifoliaceae;ilex;yurumanguinis;plants
737;aquifoliaceae;ilex?;m2;plants
738;aquifoliaceae;ilex?;m3;plants
739;aquifoliaceae;ilex?;sebertii;plants
740;aquifoliaceae;phelline;comosa;plants
741;aquifoliaceae;phelline;comosa cf;plants
742;araceae;allocasia;macrorhiza;plants
743;araceae;anthurium;NA;plants
744;araceae;anthurium;breviscapum;plants
745;araceae;anthurium;cf lutescens;plants
746;araceae;anthurium;cf obtusilobum;plants
747;araceae;anthurium;cf. argyrostachyum;plants
748;araceae;anthurium;cf. bogotense;plants
749;araceae;anthurium;cf. corrugatum;plants
750;araceae;anthurium;cf. nanegalense;plants
751;araceae;anthurium;clavigerum;plants
752;araceae;anthurium;cordiforme;plants
753;araceae;anthurium;coripatense;plants
754;araceae;anthurium;delichostachyn);plants
755;araceae;anthurium;dolichostachyum;plants
756;araceae;anthurium;dolichostachyum cf;plants
757;araceae;anthurium;formosum cf;plants
758;araceae;anthurium;giganteum;plants
759;araceae;anthurium;m1;plants
760;araceae;anthurium;m2;plants
761;araceae;anthurium;m2?;plants
762;araceae;anthurium;m3;plants
763;araceae;anthurium;m4;plants
764;araceae;anthurium;m5;plants
765;araceae;anthurium;m6;plants
766;araceae;anthurium;m7;plants
767;araceae;anthurium;nigrescens;plants
768;araceae;anthurium;nigropunctatum;plants
769;araceae;anthurium;pentaphyllum;plants
770;araceae;anthurium;pulverulentum;plants
771;araceae;anthurium;scabrinerve;plants
772;araceae;anthurium;sodiroanum cf;plants
773;araceae;anthurium;tripartida;plants
774;araceae;anthurium;tripartitum;plants
775;araceae;anthurium;triphyllum;plants
776;araceae;anthurium;truncicolum;plants
777;araceae;anthurium;umbraculum;plants
778;araceae;anthurium;weberbaueri;plants
779;araceae;dendropanax;arborea;plants
780;araceae;dendropanax;arborescens;plants
781;araceae;dieffenbachia;costata;plants
782;araceae;dieffenbachia;m1;plants
783;araceae;dieffenbachia;seguine;plants
784;araceae;epipremnum;pinnatum;plants
785;araceae;monstera;cf dubia;plants
786;araceae;monstera;dubia;plants
787;araceae;monstera;lechleriana;plants
788;araceae;monstera;m1;plants
789;araceae;monstera;m2;plants
790;araceae;oreopanax;echinops;plants
791;araceae;philodendron;?;plants
792;araceae;philodendron;acutatum;plants
793;araceae;philodendron;aff fragantissimum;plants
794;araceae;philodendron;aff fragrantissimum;plants
795;araceae;philodendron;bipinnatifidum;plants
796;araceae;philodendron;cf cuneatum;plants
797;araceae;philodendron cf;m1;plants
798;araceae;philodendron;cf purpureoviride;plants
799;araceae;philodendron;cf scandens;plants
800;araceae;philodendron;consanguineum;plants
801;araceae;philodendron;devansayanum;plants
802;araceae;philodendron;ernestii;plants
803;araceae;philodendron;ernstii;plants
804;araceae;philodendron;karstenia;plants
805;araceae;philodendron;krebsii;plants
806;araceae;philodendron;m1;plants
807;araceae;philodendron;m2;plants
808;araceae;philodendron;m3;plants
809;araceae;philodendron;m4;plants
810;araceae;philodendron;m5;plants
811;araceae;philodendron;m6;plants
812;araceae;philodendron;megalophyllum;plants
813;araceae;philodendron;oligospermum;plants
814;araceae;philodendron;ruizii;plants
815;araceae;philodendron;sagittifolium;plants
816;araceae;philodendron;scandens;plants
817;araceae;philodendron;seguine;plants
818;araceae;philodendron;sp nov.;plants
819;araceae;philodendron;tenue;plants
820;araceae;philodendron;verrucosum;plants
821;araceae;philodendron/rhodospatha;m1;plants
822;araceae;pothos;rumphii;plants
823;araceae;pothos;scandens;plants
824;araceae;rhapidophora;m1;plants
825;araceae;rhektophyllum;mirabile;plants
826;araceae;rhodopspatha;m1;plants
827;araceae;rhodospatha;boliviensis;plants
828;araceae;rhodospatha;densinervia;plants
829;araceae;rhodospatha;latifolia;plants
830;araceae;rhodospatha;m;plants
831;araceae;rhodospatha;m1;plants
832;araceae;rhodospatha;m2;plants
833;araceae;rhodospatha;neilii sp nov ined;plants
834;araceae;rhodospatha;oblongata;plants
835;araceae;rhodospatha;sp nov (=neillii croat);plants
836;araceae;rhodospatha;wendlandii;plants
837;araceae;rhodospatha/philodendron;m1;plants
838;araceae;rhodospathe;latifolia;plants
839;araceae;stenospermation;m1;plants
840;araceae;stenospermation;spruceanum;plants
841;araceae;symplocarpus;purpusii;plants
842;araceae;syngonium;podophyllum;plants
843;araceae;xanthosoma;m1;plants
844;araceae;xanthosoma;macrophylla;plants
845;araceae;xanthosoma;riopalenquense;plants
846;araceae;xanthosoma;sagittifolia;plants
847;araceae;xanthosoma;sagittifolium;plants
848;araliaceae;arthrophyllum;otopyrenum;plants
849;araliaceae;delarbrea;longicarpa;plants
850;araliaceae;dendropanax;arborea;plants
851;araliaceae;dendropanax;arborens;plants
852;araliaceae;dendropanax;arborescens;plants
853;araliaceae;dendropanax;arboreus;plants
854;araliaceae;dendropanax;arboreus cf;plants
855;araliaceae;dendropanax;caucanus;plants
856;araliaceae;dendropanax;cf arboreus;plants
857;araliaceae;dendropanax;cuneatus;plants
858;araliaceae;dendropanax;lehmannii;plants
859;araliaceae;dendropanax;m1;plants
860;araliaceae;dendropanax;m2;plants
861;araliaceae;dendropanax;stenodontus;plants
862;araliaceae;dendropanax;trifida;plants
863;araliaceae;dendropanax;umbellatus;plants
864;araliaceae;didymopanax;morototoni;plants
865;araliaceae;didymopanax;umbrosa;plants
866;araliaceae;gastonia;m1;plants
867;araliaceae;hedera;helix;plants
868;araliaceae;hedera;rhombea;plants
869;araliaceae;m1;m1;plants
870;araliaceae;meryta;coriacea;plants
871;araliaceae;oplopanax;horridum;plants
872;araliaceae;oplopanax;horridus;plants
873;araliaceae;oreopanax;anchicayanum;plants
874;araliaceae;oreopanax;capitatus;plants
875;araliaceae;oreopanax;confusus;plants
876;araliaceae;oreopanax;echinops;plants
877;araliaceae;oreopanax;m1;plants
878;araliaceae;oreopanax;m2;plants
879;araliaceae;oreopanax;m3;plants
880;araliaceae;oreopanax;palamophyllus;plants
881;araliaceae;oreopanax;xalapensis;plants
882;araliaceae;osmoxylon;m1;plants
883;araliaceae;osmoxylon;m2;plants
884;araliaceae;osmoxylon;novoguineensis;plants
885;araliaceae;philodendron;ernestii;plants
886;araliaceae;philodendron;megalophyllum;plants
887;araliaceae;polyscias;australiana;plants
888;araliaceae;polyscias;dioica;plants
889;araliaceae;polyscias;m1;plants
890;araliaceae;saurauia;waldheimia;plants
891;araliaceae;schefflera;actinophylla;plants
892;araliaceae;schefflera;acuminata aff;plants
893;araliaceae;schefflera;aff sprucei;plants
894;araliaceae;schefflera;barteri;plants
895;araliaceae;schefflera;bogotensis;plants
896;araliaceae;schefflera;cf archeri;plants
897;araliaceae;schefflera;decagyna;plants
898;araliaceae;schefflera;ferruginea;plants
899;araliaceae;schefflera;gabriellae;plants
900;araliaceae;schefflera;gabriellae cf;plants
901;araliaceae;schefflera;herzogii;plants
902;araliaceae;schefflera;m1;plants
903;araliaceae;schefflera;m2;plants
904;araliaceae;schefflera;m3;plants
905;araliaceae;schefflera;m4;plants
906;araliaceae;schefflera;m5;plants
907;araliaceae;schefflera;megacarpa;plants
908;araliaceae;schefflera;morototoni;plants
909;araliaceae;schefflera;morototonii;plants
910;araliaceae;schefflera;octophylla;plants
911;araliaceae;schefflera;pentandra;plants
912;araliaceae;schefflera;pentastyla;plants
913;araliaceae;sciadendron;excelsum;plants
914;araucariaceae;agathis;lanceolata;plants
915;araucariaceae;agathis;m1;plants
916;araucariaceae;agathis;microstachys;plants
917;araucariaceae;araucaria;bernieri;plants
918;arecaceae;actinokentia;divaricata;plants
919;arecaceae;aiphanes;aculeata;plants
920;arecaceae;aiphanes;concinna;plants
921;arecaceae;aiphanes;erinacea;plants
922;arecaceae;aiphanes;m1;plants
923;arecaceae;aiphanes;ulei;plants
924;arecaceae;ancistrophyllum;m1;plants
925;arecaceae;areca;m1;plants
926;arecaceae;arenga;engleri;plants
927;arecaceae;arenga;wightii;plants
928;arecaceae;asterogyne;martiana;plants
929;arecaceae;astrocaryum;aculeatissimum;plants
930;arecaceae;astrocaryum;chambera;plants
931;arecaceae;astrocaryum;chambira;plants
932;arecaceae;astrocaryum;chambria;plants
933;arecaceae;astrocaryum;confertum;plants
934;arecaceae;astrocaryum;gratum;plants
935;arecaceae;astrocaryum;huicungo;plants
936;arecaceae;astrocaryum;m1;plants
937;arecaceae;astrocaryum;macrocalyx;plants
938;arecaceae;astrocaryum;malybo;plants
939;arecaceae;astrocaryum;mexicanum;plants
940;arecaceae;astrocaryum;munbaca;plants
941;arecaceae;astrocaryum;murumuru;plants
942;arecaceae;astrocaryum;sciophilum;plants
943;arecaceae;astrocaryum;standleyi;plants
944;arecaceae;attalea;allenii;plants
945;arecaceae;attalea;humilis;plants
946;arecaceae;attalea;m1;plants
947;arecaceae;attalea;m2;plants
948;arecaceae;attalea;maripa;plants
949;arecaceae;attalea;spectabilis;plants
950;arecaceae;attalea/scheelea;m1;plants
951;arecaceae;bactris;alleniana;plants
952;arecaceae;bactris;alleniana cf;plants
953;arecaceae;bactris;barronis;plants
954;arecaceae;bactris;cf coloniata;plants
955;arecaceae;bactris;coloniata;plants
956;arecaceae;bactris;coloradensis;plants
957;arecaceae;bactris;coloradonis;plants
958;arecaceae;bactris;guianensis;plants
959;arecaceae;bactris;m;plants
960;arecaceae;bactris;m1;plants
961;arecaceae;bactris;m2;plants
962;arecaceae;bactris;m3;plants
963;arecaceae;bactris;m4;plants
964;arecaceae;bactris;mecana;plants
965;arecaceae;bactris;pilosa;plants
966;arecaceae;basselinia;gracilis;plants
967;arecaceae;basselinia;pancheri;plants
968;arecaceae;basselinia;pancherii;plants
969;arecaceae;brassiophoenix;aiphanes cf;plants
970;arecaceae;calamus;australis;plants
971;arecaceae;calamus;discolor cf;plants
972;arecaceae;calamus;formosana;plants
973;arecaceae;calamus;hookeriannus;plants
974;arecaceae;calamus;m1;plants
975;arecaceae;calamus;m2;plants
976;arecaceae;calamus;moti;plants
977;arecaceae;calamus;tumidus cf;plants
978;arecaceae;calyptrogyne;m1;plants
979;arecaceae;caryota;rumphiana;plants
980;arecaceae;caryota;urens;plants
981;arecaceae;catoblastus;dryanderae;plants
982;arecaceae;catoblastus;m1;plants
983;arecaceae;catoblastus;m2;plants
984;arecaceae;catoblastus;velutinus;plants
985;arecaceae;catoblastus?;dryanderae;plants
986;arecaceae;ceroxylon;m1;plants
987;arecaceae;ceroxylon;schultzei;plants
988;arecaceae;chamaedorea;aff montana;plants
989;arecaceae;chamaedorea;allenii;plants
990;arecaceae;chamaedorea;elatior;plants
991;arecaceae;chamaedorea;linearis;plants
992;arecaceae;chamaedorea;m1;plants
993;arecaceae;chamaedorea;m2;plants
994;arecaceae;chamaedorea;murriensis;plants
995;arecaceae;chamaedorea;poeppigiana;plants
996;arecaceae;chamaedorea;polyclada;plants
997;arecaceae;chamaedorea;topejilote;plants
998;arecaceae;chamaedorea;wendlandiana;plants
999;arecaceae;chambeyronia;macrocarpa;plants
1000;arecaceae;cocos;nucifera;plants
1001;arecaceae;copernicia;tectorum;plants
1002;arecaceae;corozo;oleifera;plants
1003;arecaceae;cryosophila;guagara;plants
1004;arecaceae;cryosophila;warscewiczii;plants
1005;arecaceae;crysophila;m1;plants
1006;arecaceae;daemonorops;geniculata;plants
1007;arecaceae;daemonorops;geniculatus;plants
1008;arecaceae;daemonorops;m1;plants
1009;arecaceae;daemonorops;margaritae;plants
1010;arecaceae;daemonorops;micrantha;plants
1011;arecaceae;daemonorops;schmidtiana;plants
1012;arecaceae;daemonorops;verticillata;plants
1013;arecaceae;daemonorops;verticillosa;plants
1014;arecaceae;desmoncus;m1;plants
1015;arecaceae;dictyocaryum;lamarckianum;plants
1016;arecaceae;dictyocaryum;m1;plants
1017;arecaceae;dictyocaryum;platysepalum;plants
1018;arecaceae;dypsis;lanceana;plants
1019;arecaceae;dypsis;m1;plants
1020;arecaceae;dypsis;m2;plants
1021;arecaceae;dypsis;pinnatifrons;plants
1022;arecaceae;eremospatha;m1;plants
1023;arecaceae;euterpe;edulis;plants
1024;arecaceae;euterpe;m1;plants
1025;arecaceae;euterpe;m2;plants
1026;arecaceae;euterpe;macrospadix;plants
1027;arecaceae;euterpe;panamensis;plants
1028;arecaceae;euterpe;precatona;plants
1029;arecaceae;euterpe;precatoria;plants
1030;arecaceae;freycinetia;m2;plants
1031;arecaceae;freycinetia;m3;plants
1032;arecaceae;geonoma;chococola;plants
1033;arecaceae;geonoma;congesta;plants
1034;arecaceae;geonoma;cune;plants
1035;arecaceae;geonoma;cuneata;plants
1036;arecaceae;geonoma;deversa;plants
1037;arecaceae;geonoma;dicranospadix;plants
1038;arecaceae;geonoma;ferruginea;plants
1039;arecaceae;geonoma;gamiova;plants
1040;arecaceae;geonoma;interrupta;plants
1041;arecaceae;geonoma;jussieuana;plants
1042;arecaceae;geonoma;laxiflora;plants
1043;arecaceae;geonoma;lindeniana;plants
1044;arecaceae;geonoma;longevaginita;plants
1045;arecaceae;geonoma;m1;plants
1046;arecaceae;geonoma;m2;plants
1047;arecaceae;geonoma;m3;plants
1048;arecaceae;geonoma;marggraffia;plants
1049;arecaceae;geonoma;maxima;plants
1050;arecaceae;geonoma;sodiroi;plants
1051;arecaceae;geonoma;spixiana;plants
1052;arecaceae;geonoma;weberbaueri;plants
1053;arecaceae;geonoma?;m1;plants
1054;arecaceae;gronophyllum;jesseria cf;plants
1055;arecaceae;gulubia;beccariana;plants
1056;arecaceae;heterospathe;euterpe cf;plants
1057;arecaceae;hollrungia;m1;plants
1058;arecaceae;hyospathe;elegans;plants
1059;arecaceae;hyospathe;m1;plants
1060;arecaceae;hyospathe;sodiroi;plants
1061;arecaceae;iriartea;deltoidea;plants
1062;arecaceae;iriartea;deltoides;plants
1063;arecaceae;iriartea;m1;plants
1064;arecaceae;iriartea;ventricosa;plants
1065;arecaceae;iriartea;ventricosa?;plants
1066;arecaceae;iriartea/catoblastus;m1;plants
1067;arecaceae;iriartea/cf catoblastus;m1;plants
1068;arecaceae;iriartella;setigera;plants
1069;arecaceae;jessenia;bataua;plants
1070;arecaceae;jessenia;m1;plants
1071;arecaceae;korthalsia;scortechinii;plants
1072;arecaceae;laccospermum;secondiflorum;plants
1073;arecaceae;lepidocaryum;gracile;plants
1074;arecaceae;lepidocaryum;m1;plants
1075;arecaceae;lepidocaryum;tessmannii;plants
1076;arecaceae;licuala;ferruginea;plants
1077;arecaceae;licuala;m1;plants
1078;arecaceae;m1 ?;m1;plants
1079;arecaceae;m1;m1;plants
1080;arecaceae;m2;m1;plants
1081;arecaceae;m3;m1;plants
1082;arecaceae;m4;m1;plants
1083;arecaceae;manicaria;saccifera;plants
1084;arecaceae;mauritia;flexuosa;plants
1085;arecaceae;mauritiella;m1;plants
1086;arecaceae;maximiliana;m1;plants
1087;arecaceae;oenocarpus;bacaaba;plants
1088;arecaceae;oenocarpus;bacaba;plants
1089;arecaceae;oenocarpus;bataua;plants
1090;arecaceae;oenocarpus;m1;plants
1091;arecaceae;oenocarpus;mapora;plants
1092;arecaceae;oenocarpus;minor;plants
1093;arecaceae;oenocarpus;panamensis;plants
1094;arecaceae;oncosperma;fidularium;plants
1095;arecaceae;oncosperma;horridum;plants
1096;arecaceae;orania;m1;plants
1097;arecaceae;orbignya;cuatrecassii;plants
1098;arecaceae;paralinospadix;m1;plants
1099;arecaceae;paralinospadix;stenoschista;plants
